TITLE,TYPE,GENRES,THEMES,SYNOPSIS,MAIN_PICTURE
Touch My Little Brother and You're Dead,manga,"['Comedy', 'Fantasy']","['Isekai', 'Reincarnation', 'Time Travel']","One day, I woke up as Rosalite, the older sister of Asterion in the novel, Asterion of the Twilight. I may not be the main character, but it's not so bad. Rosalite's little brother, though, is fated to die in the story at 20 and that just seems really unfair after all the drama he's been through (did I mention his story is a BL?). Now that I'm Rosalite, I decide to save him. But no matter how hard I try, he just keeps dying and every time he dies, I turn back into 16-year-old Rosalite. Ten or so deaths later, I'm more determined than ever to save him. Rich, royal, or sexy foreigner: whoever touches my little brother will die!

(Source: Tappytoon)",https://cdn.myanimelist.net/images/manga/2/263883l.jpg
Touch to Unlock,manga,"['Erotica', 'Supernatural']",['Harem'],"Chiho has been unlucky his whole life, but he was actually born with a rare, most auspicious destiny. It's just that his mother, who is a shaman, decided to share his energies with seven girls in their neighborhood to help them overcome their cursed fates. But now that Chiho has become an adult, it's time for him to retrieve his energies. And the way to do that is... through touch?!

(Source: Lezhin Comics)",https://cdn.myanimelist.net/images/manga/3/260000l.jpg
Touch Your Heart,manga,['Romance'],"['Adult Cast', 'Workplace']","Jinshim Oh was a star actress until a scandal left her career in tatters. But when a renowned screenwriter offers her the lead in their next legal drama, she knows it could be her comeback. The problem is, Jinshim is more famous for her looks than her acting. To prove she can take on the role, she starts working as a real-life legal secretary. Too bad her boss, cold-hearted Jungrok Kwon, is a complete jerk! So why is Jinshim catching feelings for him? When it comes to love, there are no laws!

(Source: Tapas Media)",https://cdn.myanimelist.net/images/manga/3/266874l.jpg
Touge Oni,manga,"['Adventure', 'Fantasy']",['Mythology'],"In the ancient kingdom of Yamato, between the eras of gods and men, there was a time when the two coexisted. Miyo is chosen to serve as a human sacrifice to her village's god, Kippuuson-no-Mikoto, but she's not ready to die! Can Ozuno, a monk with the ability to speak one-on-one with the gods, save her life?

(Source: Yen Press)",https://cdn.myanimelist.net/images/manga/3/226124l.jpg
Tough,manga,['Action'],['Martial Arts'],"This is a continuation of Koko Tekken-den Tough which ran for 42 volumes and followed the main character, Kiichi, when he was younger and was training under his father Seiko Miyazawa. This is a mixed martial arts fighter manga about the Miyazawa school of martial arts. Initially, it is about Kiichi trying to heal his father after he was nearly killed by his brother Kiryu but it then goes on to be less about that as his father recovers and some tournament style fighting begins.",https://cdn.myanimelist.net/images/manga/1/75357l.jpg
Tough Gaiden: Oton,manga,['Action'],['Martial Arts'],"A side story of the Tough series based around Miyazawa Seiko (Kiichi's father) and his brother Kiryuu. Much of the same elements of Tough can be found here such as mixed martial arts fighting and a lot of violence.

(Source: MU)

Included one-shot:
Volume 1: Tough Gaiden: Kiryuu",https://cdn.myanimelist.net/images/manga/1/16476l.jpg
Touhai,manga,['Drama'],"['Psychological', 'Strategy Game']","Not a lot of people know that one of the most talented and ruthless Mahjong players in the city is a young high school boy. Kei is a teenager of few words, but his observation skills, unwavering will and experience in the game allows him to survive in a world full of powerful, rich and dangerous characters. Kei is currently hiding a girl named Amina who has entered the country illegally and protecting her from being deported. He spends his days sleeping through class and his nights playing high stakes Mahjong, waiting for when a worthy opponent arrives.

(Source: MangaHelpers)",https://cdn.myanimelist.net/images/manga/2/196365l.jpg
Touhan,manga,[],['Historical'],"The story revolves around Tomekichi, a man who was born in the downtown area of Osaka. For certain reasons, he ends up burdened with a large debt. In order to escape the collectors, he runs, and ends up finding a house in an alley. In this house, he spots an outdoor fighting ring. In the ring, two teachers of “Tōhan” are fighting against each other, holding only an empty bowl and a pair of chopsticks.

(Source: ANN)",https://cdn.myanimelist.net/images/manga/3/124591l.jpg
Touhou Bougetsushou: Silent Sinner in Blue.,manga,"['Action', 'Fantasy', 'Supernatural']","['Mythology', 'Super Power', 'Vampire']","Over one thousand years ago, Yukari Yakumo led various youkai from Gensokyo to war against the Lunar Capital, which unfortunately resulted in the former's one-sided defeat. Since then, Yukari has been devising a plan to attempt conquering the moon once again.

After a long time waiting, Yukari is finally ready to make her move. Enlisting the help of Scarlet Devil Mansion's vampire mistress Remilia Scarlet, Hakugyokurou's manager Yuyuko Saigyouji, and shrine maiden Reimu Hakurei, will Yukari at last be able to penetrate the Lunar Capital's impregnable defenses?

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/manga/5/16299l.jpg
Touhou Project Niji Sousaku Series: Kirenu Hai nado Anmari Nai!,manga,"['Fantasy', 'Suspense']",['Strategy Game'],"A mahjong craze has swept Gensokyo. Youmu, a total beginner at mahjong (with a completely useless ability at that), has no choice but to go against the top players of Gensokyo—for her mistress' honor and her own!

(Source: MangaDex)",https://cdn.myanimelist.net/images/manga/2/255786l.jpg
Touhyou Game: Anata ni Kuroki Ippyou wo,manga,"['Horror', 'Mystery']",['School'],"Shuusuke Takayama and the rest of class 2-A have just entered their second year of high school. For a bit of fun to start the new year, Shuusuke's long-time friend, Kazuto Satou, decides to make a popularity website where their classmates can vote for each other. Naturally, he sets up a vote for the girls first, and although everyone is a bit annoyed, they ultimately assume it to be harmless. But when the girl who received zero votes commits suicide, the class is shocked.

Some believe that the girl's tragic death was brought about by the popularity contest. Soon, however, a new vote starts, one that Kazuto had nothing to do with, and it quickly becomes clear that while Kazuto may have started the game, someone or something else is continuing it. As the body count rises, the remaining students of class 2-A will have to learn the rules of this deadly game or wind up victims themselves.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/manga/3/143807l.jpg
Toujima Tanzaburou wa Kamen Rider ni Naritai,manga,"['Action', 'Comedy']",['Super Power'],An older man aims to become a Kamen Rider.,https://cdn.myanimelist.net/images/manga/2/226591l.jpg
Toukaidou Hisame,manga,"['Action', 'Adventure', 'Boys Love', 'Comedy', 'Drama', 'Fantasy', 'Supernatural']",['Historical'],"Vowing never to separate from his childhood friend Hisame, Itsuki travels on Tokaido with him in search of new adventures. Exterminating youkai along the way, they depend on each other to finish the job. As dark and mischievous as he is, Itsuki seems to have a one-sided love for Hisame; however, Hisame's naive nature stops him from ever taking Itsuki seriously. Will Itsuki's attempts prevail, or will they be in vain?

(Source: Bliss)",https://cdn.myanimelist.net/images/manga/2/23601l.jpg
Toukaidou Hisame: Kagerou,manga,"['Action', 'Adventure', 'Boys Love', 'Comedy', 'Drama', 'Fantasy', 'Supernatural']",['Historical'],"Halfway through the Tokaido, Hisame's adventure continues with his childhood friend Itsuki. The plot thickens as Hisame discovers things about his father, and the mysterious demon blade Senju Murasame that used to belong to him. Yakumo, a newly introduced antagonist, desperately tries to get his hands on this sword, and will use all means to achieve his goal. The only link to Hisame's past and clues to as why Yakumo wants the demon blade lies with Hisame's sensei, Hibiki. Can Hisame discover his past and put the pieces together?

(Source: Bliss)",https://cdn.myanimelist.net/images/manga/2/21410l.jpg
Toukei Ibun,manga,"['Horror', 'Mystery', 'Supernatural']","['Historical', 'Psychological']","Twenty-nine years after Tokyo was established as the capital of Japan, a series of bizarre and mysterious crimes happening in the city of Kawara. Mysterious flame demon, dark red princess, fireflies seller, puppeteers also appearing near the place of accident. The perpetrator might be spirits or human's dark side.

Hirakawa Shintaro, a journalist, is investigating those mysterious cases with Manzo's help. Their investigation to find the perpetrator brings them to an intrigue inside Takatsukasa family.",https://cdn.myanimelist.net/images/manga/2/104539l.jpg
Touken Ranbu Gakuen,manga,[],['School'],Touken Ranbu anthology in a school setting.,https://cdn.myanimelist.net/images/manga/2/168991l.jpg
Touken Ranbu Online Anthology Comic: 4-koma Ranbu!,manga,"['Comedy', 'Fantasy']",['Historical'],"A 4-koma anthology of Touken Ranbu -ONLINE- by various artists.

It's the year 2205 AD, stories of the old days are slowly being modified by unknown, evil forces. As a sage, you have the ability to bring life to inanimate objects. Your duty is to bring these blades to life, create an army, and defeat the enemies!

(Source: MU)",https://cdn.myanimelist.net/images/manga/2/171870l.jpg
Touken Ranbu Online Anthology Comic: Touken Danshi Makuaigeki,manga,"['Comedy', 'Fantasy']",['Historical'],An anthology of Touken Ranbu by various mangaka.,https://cdn.myanimelist.net/images/manga/2/164842l.jpg
Touken Ranbu Online Anthology: Senjou ni Sakaseru Hana,manga,"['Action', 'Comedy', 'Fantasy']",['Historical'],An anthology of stories centered around DMM Games and Nitroplus' collectible card browser game Touken Ranbu.,https://cdn.myanimelist.net/images/manga/2/246660l.jpg
Touken Ranbu Online Anthology: Shutsujin Junbichuu!,manga,"['Comedy', 'Fantasy']",['Historical'],An anthology comic of Touken Ranbu by various mangaka.,https://cdn.myanimelist.net/images/manga/3/248022l.jpg
Touken Ranbu Online: Anthology Comic - Squeni no Jin,manga,"['Comedy', 'Fantasy']",['Historical'],An anthology comic of Touken Ranbu by various mangaka.,https://cdn.myanimelist.net/images/manga/3/223908l.jpg
Touken Ranbu: Hanamaru,manga,"['Drama', 'Fantasy', 'Slice of Life']",['Historical'],"The year is 2205. The ""historical revisionists"" have begun attacks on the past in their plot to change history. The Saniwa, who have been charged with protecting history, can imbue life into objects. Strongest among these are the Touken Danshi. The story centers around their cheerful lives.",https://cdn.myanimelist.net/images/manga/1/197919l.jpg
Toumei na Usui Mizuiro ni,manga,"['Drama', 'Girls Love']",['Love Polygon'],"Ritsu is willing to do anything for her best friend Ichika, including the intimate act of cleaning her ears. But when Ichika starts dating a boy, Ritsu realizes that she wants to be more than friends. Will Ichika push her away when Ritsu reveals her innermost feelings?

(Source: Seven Seas Entertainment)

Included one-shot: Apron",https://cdn.myanimelist.net/images/manga/2/212942l.jpg
Toumei na Yurikago: Sanfujinkain Kangoshi Minarai Nikki,manga,['Award Winning'],"['Medical', 'Memoir']","17-year-old Aoi came to Yui Obstetrics and Gynecology clinic as a part-time nurse apprentice in Summer 1997. Right after her entry, she is shocked after witnessing an abortion surgery. However, she also met staff members like Yui, the head of the clinic who is careful about everything, Sayako, a reliable and experienced nurse, and Sakaki, the gentle head nurse, who face each pregnant patient and support them after surgeries. Fumika, Aoi's mother, is worried about her clumsy nature and poor communication skills, but Aoi's unique compassion and kindness draws patients' hearts. ""I wonder what's life..."" Aoi matures while looking at the newborn babies' overwhelming life and asking herself that question.

(Source: MAL News)",https://cdn.myanimelist.net/images/manga/3/176037l.jpg
Toumei Ningen no Hone,manga,"['Drama', 'Supernatural']",['Psychological'],"At first glance, the family of Aya Kinomiya may seem quite ordinary: loving mother and father, and a kind elder brother, however, appearances can be deceiving—Aya's father constantly beats her mother, scolds her daughter, and commits other inappropriate deeds. Because of all this, Aya envies children who actually have really loving fathers.

One day, once again witnessing a quarrel between father and mother, Aya experiences a great deal of stress, due to which she gains an ability to turn invisible. At first, the girl is indulged with superpowers, but soon she makes a decision that will probably make her blame herself for the rest of her life...",https://cdn.myanimelist.net/images/manga/2/203244l.jpg
Toumei Ningen no Tsukurikata,manga,"['Drama', 'Romance', 'Supernatural']",['Psychological'],"Shinji Saitou is a prankster who hates living on the island of Iejima. It's boring, there's nothing to do, and he would rather be free from his average, everyday life. After an incident results in him punching a classmate, he leaves school and receives a text saying that all his troubles will be fixed if he replies to the message, allowing him to become an ""invisible man."" Thinking that it can't possibly be true, he replies and perceives no changes to himself.

However, the next day, the classmate he fought has forgotten that Shinji was the culprit. It is then that a mysterious girl named Miki appears before him—who only he can see—introducing herself as an invisible woman and admits that she was responsible for the text he received. She reveals that he will fade from everyone's memories and they will be unable to see him, allowing him to live a truly free life. But when even his best friend, Kana Sodegi, begins to forget him, Shinji must find a way to fix his mistake, in order to reunite with the one he cares for most.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/manga/3/157120l.jpg
Toumei Shounen,manga,"['Boys Love', 'Romance']",['School'],"At the Ouka Acadmeic Institute, an elite all-male private school for the nation’s most gifted, exists a student council with some extraordinary members. Among them is Yuushi Satou, the student council president admired by every student. Despite his cool, elegant demeanor, he is a passionate leader. In fact, unbeknownst to him, his concealed passion is what makes him attractive to the rest of the students. Backed by a beautiful bouquet of boys to round off the council, this all-boys school is ready to burst.

(Source: DMP)",https://cdn.myanimelist.net/images/manga/1/22775l.jpg
Toumeiningen no Shissou,manga,"['Drama', 'Sports']",['School'],"A middle school student just wants a normal life, but his cultish mother is determined to raise him as she sees fit. Throw in a mysterious boy and some soccer, and you have this enigmatic tale.

(Source: MU)",https://cdn.myanimelist.net/images/manga/1/92093l.jpg
Touran Merry Rose,manga,[],['Historical'],"Azalea's geography home tutor, Edgar, have left for a place named Touran, a place where eastern and western cultures, thoughts and ideas come together as one... And one day, Azalea received a letter, inviting her to visit him in Touran. Once there, she was thrown into a state of confusion. How did Edgar send her a letter when he have died last year? And why does she keep seeing this black-haired man everywhere?

""The only thing I can be sure of... is that the name that this man is calling— is certainly mine.""

(Source: Rayns&Lele Scans)",https://cdn.myanimelist.net/images/manga/3/273950l.jpg
Tourou no Ori,manga,"['Boys Love', 'Erotica']","['Historical', 'Psychological']","This story is quite dark, suspenseful, and slightly twisted. It takes place during the Showa Era in Japan. The story revolves around a young man who has lost both his mother and father. Now, the only person he has that he can rely on is his butler who has been working for the family. However, his father had a secret he was hiding. This secret reveals itself after his demise.

(Source: Cocobees)",https://cdn.myanimelist.net/images/manga/2/186271l.jpg
Tousaku no Honey,manga,['Comedy'],['School'],"""Hentai is back!"" Yukimura has always been able to attract perverts to her and what happens when she encounters Mido-kun, a super masochist pervert? Through a series of events, will she finally awaken her inner masochist?

(Source: MU)",https://cdn.myanimelist.net/images/manga/3/146685l.jpg
Tousei Gensou Hakubutsushi,manga,"['Horror', 'Mystery', 'Supernatural']",['Historical'],"It's the early days of the Showa Era. In a really ordinary looking and peaceful city, no one notices the strange things that are happening. Shinobu, a university student who manages his father's second hand shop, comes face to face with one mystery after another. At some point, these events lead to a story...

(Source: MU)",https://cdn.myanimelist.net/images/manga/2/139149l.jpg
Touzandou Tentsui Ibun,manga,"['Action', 'Boys Love', 'Drama', 'Romance']",['Historical'],"Popular for Junjou Romantica, Shungiku's earlier works were more samurai romance/yaoi of this sort. Here we have a basic spoiled brat and his bodyguard developing feelings for one another.

(Source: MU)",https://cdn.myanimelist.net/images/manga/1/16145l.jpg
Towa no Quon,manga,['Action'],['Super Power'],"Unknown to the general public, there is a tiny percent of the population that will mutate and develop special abilities. Dangerous organizations hunt down those with powers to research and exploit them. However, there is an underground group made of ability users that are fighting back against that. Quon and Yuma are at the front lines of this resistance group and use their combat strength to protect others who still have not realized their powers. They work tirelessly day and night to locate, save and develop their brethren from the evil hands of a dark organization.

(Source: MangaHelpers)",https://cdn.myanimelist.net/images/manga/1/178134l.jpg
Towa-kan,manga,"['Ecchi', 'Erotica', 'Girls Love', 'Romance']",['School'],"1. Amenbo Joker
2-4. Tokimeki Quest
5-8. Rosehip Diary
9. Chikyuu Saigo no Hi
10. Electric Security",https://cdn.myanimelist.net/images/manga/2/150100l.jpg
Toxic,manga,['Action'],['Military'],"After World War III, the Führer established the Unified World Government. Anything considered as damaging to the creation of the ""Perfect World"" is eliminated, such as people with disabilities, believers of a different religion, those that are considered as ""traitors,"" and so on.

The Black Rose is the personal protection guard unit of the Führer. Luka Oogami, the top graduate of the academy of unified army officers, joins the Black Rose...to save the world.

(Source: Hyper Parfait)",https://cdn.myanimelist.net/images/manga/3/38733l.jpg
Toxic Burn,manga,"['Drama', 'Erotica']",['Psychological'],"""It takes more to satisfy me."" Dayoung has the looks, the talent, and the wealth to back everything up, but she desires only one thing—having her friend Jae-seung watch her as she embarks on her risque digressions. Whether it's in the library, on the school grounds, or at home, Dayoung calls Jae-seung whenever the mood strikes her. But how does Jae-seung feel about all this? Behind the thrill and the facade are the haunting traces of his past, ever so lasting as a burn.

(Source: Lezhin Comics)",https://cdn.myanimelist.net/images/manga/2/262135l.jpg
Trace,manga,"['Action', 'Drama', 'Sci-Fi', 'Supernatural']",['Super Power'],"One day, monsters, known as ""Troubles,"" appeared and began indiscriminately attacking people. Sometimes they took the form of humans, and sometimes they simply looked like horrific monsters. However, at the same time, human beings known as ""Traces"" also began to appear. Despite being human, they had superhuman powers. Though they often fight the Troubles, many humans see them as just another threat.

Kamiyama Yu was born as a Trace, and he so terrified his parents with his power that they sent him away. Growing up alone and apathetic, Yu began hunting Troubles to train himself. One day, he was outmatched and nearly killed, and he ended up being taken in by a human girl, Akane, and her father. Yu didn't tell them he was a Trace, and let them believe instead that he was an ordinary human orphan. Now, for the first time, he has the opportunity to live with people who care for him, people who see him as a human and not a monster. Will he be able to protect his new family, and keep them from finding out what he is?

(Source: MangaHelpers)",https://cdn.myanimelist.net/images/manga/2/105635l.jpg
Trace: Kasouken Houi Kenkyuuin no Tsuisou,manga,"['Drama', 'Mystery']",['Medical'],"A crime suspense story set in a forensic laboratory where specialists work to uncover clues from seemingly insignificant bits of trace evidence. The story begins when Nonna Sawaguchi, a rookie forensic researcher, meets Reiji Mano, the man who solved her parents' murder case.

(Source: ANN)",https://cdn.myanimelist.net/images/manga/2/195259l.jpg
Trafalgar,manga,"['Action', 'Drama']","['Historical', 'Military']","The British navy officer Eugene Ladric fights in the Battle of Trafalgar to witness his childhood friend Marceau shoot and kill Admiral Nelson.

(Source: eroicafans.org)",https://cdn.myanimelist.net/images/manga/2/46631l.jpg
Train+Train,manga,"['Action', 'Comedy']",['Martial Arts'],"On the distant planet of Deloca, teenagers enroll in an education system like no other – a mobile journey that takes place onboard a train. There are standard School Trains for general studies...and then there's the Special Train, an expectional institution whose students receive anything but a normal education. Reiichi is a student contented to obediently follow the tracks laid out before him…but when Arena, a rebellious girl with a mysterious past, enters the scene, his life is completely derailed! While dodging the persistent investigator after Arena, Reiichi and his unintended partner-in-crime experience a school year never to be forgotten. 

(Source: Go! Comi)",https://cdn.myanimelist.net/images/manga/3/4731l.jpg
Trance Gals,manga,['Ecchi'],['Magical Sex Shift'],"Trance GALS is about a man who wakes up transformed into a woman.

Included one-shot:
Volume 1: Trance Love (pilot)",https://cdn.myanimelist.net/images/manga/2/148479l.jpg
Trans Venus,manga,['Ecchi'],['Magical Sex Shift'],"In order to save a young boy from certain death, a goddess decends and takes over his body in order to fight some aliens. ",https://cdn.myanimelist.net/images/manga/2/31955l.jpg
Transfer Student Storm Bringer,manga,"['Action', 'Comedy']",['School'],"Ju Ingong (which literally translates to Main character) has been terrifying all his schoolmates in every school he has been so far. He has one extremely scary face type and whoever lays his eyes on him thinks he is a BAMF. Although...is he really?

(Source: Easy Going Scans)",https://cdn.myanimelist.net/images/manga/2/52425l.jpg
Transfer Student Storm Bringer Reboot,manga,"['Action', 'Comedy']",['School'],"Remake of the original Transfer Student Storm Bringer series, by the same author.

This time Ju Ingong is no longer a lucky wimp with a front of being strong. Instead Ju Ingong is now a famous fighter renowned for becoming Jjang of a school and transferring to another to crush it which earned him the title of 'Transfer Student Storm Bringer' Ju Ingong now has his sights on a new school!",https://cdn.myanimelist.net/images/manga/1/72811l.jpg
Transformers Animated: The Cool,manga,"['Action', 'Sci-Fi']",['Mecha'],The galaxy-spanning war between the Autobots and the Decepticons is introduced to an unsuspecting humanity!,https://cdn.myanimelist.net/images/manga/1/35682l.jpg
Transformers: Allspark,manga,"['Action', 'Adventure', 'Sci-Fi']","['Mecha', 'Space']",A modern retelling of the Transformers Generation 1 cartoon.,https://cdn.myanimelist.net/images/manga/2/244582l.jpg
Transformers: Galaxy Force,manga,"['Action', 'Adventure', 'Sci-Fi']",['Mecha'],"With Cybertron on the brink of destruction, the war between the Transformers is inadvertently drawn to Earth! Can the Autobots keep the map of the Ancient Power out of Megatron's hands?

(Source: Transformers Wikia)",https://cdn.myanimelist.net/images/manga/2/35680l.jpg
Transformers: Kiss Players/15 Go! Go! Compilation,manga,"['Action', 'Ecchi', 'Sci-Fi']",['Mecha'],"Contains the three chapters of Kiss Players serialised in Dengeki Daioh between August and November 2006, and the 26 single-page 15 Go! Go! strips serialised in Hobby Japan between July 2005 and September 2007.

Kiss Players
Faced with the possibility of her own demise, the timid Atari Hitotonari makes a decision that will change her life and ends up becoming a ""Kiss Player"", one of a few human females that, through a quirk of fate, gained the ability to fuse with giant robots and fight suggestive creepy lecherous robots and monsters.

15 Go! Go!
The series mainly follows the (mis)adventures of Teletraan 15, charged by the mysterious ""Kurohyō Man"" (""Black Panther Man"") to traverse time and space, gathering data on the Transformers. As she does, her friend Teletraan 10 provides snarky commentary on the Cybertronians she meets. Towards the end of the run, the comic took a side-trip to follow the events of the Kiss Players as they too traveled across the dimensions. 

(Information compiled from the Transformers Wiki).",https://cdn.myanimelist.net/images/manga/3/35699l.jpg
Transformers: The Battle of Star Gate,manga,"['Action', 'Adventure', 'Sci-Fi']",['Mecha'],"Near the end of the 20th century, the Transformers form an alliance with the humans. Together they start to develop a large transportation gate named ""Trigger"" as a symbol of amicability. However, the Decepticons have their eyes on the gate, and so does somebody else. 
(Source: Transformers Wiki)",https://cdn.myanimelist.net/images/manga/1/35675l.jpg
Transjitter: Ibitsu na Karada,manga,"['Drama', 'Ecchi', 'Slice of Life']","['Magical Sex Shift', 'School']","Shunichi Ikeya gets a confession from his childhood friend, Yuka Yashiro, and he comes out as gay. The outcome of that isn't what changes their lives together but rather, a change in sex is what turns their lives around...

(Source: MU)",https://cdn.myanimelist.net/images/manga/1/233169l.jpg
Translucent: Kanojo wa Hantoumei,manga,"['Drama', 'Romance']",['School'],"Shizuka is an introverted girl, dealing with schoolwork, boys, and a medical condition that begins to turn her invisible! She finds support with Mamoru, a boy who is falling for Shizuka despite her condition, and with Keiko, a woman who suffers from this illness and has finally turned completely invisible. The mysterious disease that the teens struggle with becomes a metaphor in the ordinary lives of the students in their classes, as they try to work their way through their friendships and romances.

(Source: Dark Horse)",https://cdn.myanimelist.net/images/manga/2/708l.jpg
Transparent Cohabitation,manga,"['Drama', 'Romance', 'Supernatural']",['Psychological'],"Although she never asked for it, 27-year-old So Yeori possesses the extraordinary ability to communicate with ghosts. She has always considered it a burden rather than a gift and always passes spirits without a single glance. When she moves into a new house, Yeori resolves to ignore the resident ghost. However, he has a different idea.

Even when he was alive, Go Joon yearned for the comfort of living together with someone, and his untimely death three years ago only exacerbated his pain. He wants nothing more than to talk to someone, for Yeori to stay; and reluctantly, she agrees to live with him for a year. As two people who have always been alone, Yeori and Joon must now face the joys and hardships of the cohabitation between human and ghost.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/manga/1/206317l.jpg
Trap Heroine,manga,"['Comedy', 'Romance']",['School'],"Traps have existed since time immemorial; a fact that Chiroda Taishi laments, as he seems to have both an affinity and an aversion to being trapped.

(Source: MU)",https://cdn.myanimelist.net/images/manga/2/210473l.jpg
Trap You,manga,['Boys Love'],['School'],"Mihiro has been secretly liking his best friend, Daichi, a clumsy high-schooler who has bad luck with women. When Mihiro got confused with his relationship with Daichi, his upperclassman started to approach him. But why does Daichi act like he's jealous? Even though he supposed to be head over heels towards his girl crush...

(Source: Torico)",https://cdn.myanimelist.net/images/manga/1/232325l.jpg
Trapped,manga,"['Romance', 'Suspense']",['Psychological'],"Chae-a Han and Yunsu Park may be perfect angels at church, but Chae-a is really a foul-mouthed ex-convict, and Yunsu is... a vampire? When Yunsu blackmails Chae-a with a murder she didn't commit, she begins searching for ways to escape the situation until the perfect opportunity presents itself. With Yunsu's life now at her mercy, the two begin a life-or-death game of cat and mouse, only to find themselves falling deeper and deeper into each other's traps...

(Source: Webtoon Entertainment)",https://cdn.myanimelist.net/images/manga/2/265222l.jpg
Trapped in the Dark,manga,"['Boys Love', 'Erotica']","['Idols (Male)', 'Psychological']","Hae-on is a K-pop idol who never made it big. His career is halfway dead and his life is a bleak and boring grind. But one day, things start looking up. His career is kickstarted into life as he gains gigs and popularity. His life starts to become vibrant and busy. He's finally about to become a true star. Except, something dangerous is lurking around the corner. Somebody is following him. Watching him. On the brink of dragging him into darkness entirely. And once you're trapped in the dark, it's almost impossible to escape...

(Source: Lezhin Entertainment)",https://cdn.myanimelist.net/images/manga/1/268062l.jpg
trash.,manga,"['Action', 'Erotica']",['Gore'],"High school students by day and contract killers by night, Bullet and Francesca are knees deep in the underworld. The combination of close quarters and marksman fighting styles makes them a duo to be reckoned with.

Explosive marksman Lucia ""Bullet"" Ishikawa and dual axe-wielding psycho Maine ""Francesca"" Shirato both work under Minoko Konomi, the boss of the Kanto Iwashi family, who also happens to be a high school girl. Following Minoko's orders, the duo completes their assignments without a hitch.

Their missions put them in constant contact with the trash of society: thugs, serial killers, criminal kingpins, rapists, and assassins. Every time, Bullet and Francesca deal with them in the messiest of ways—in a maelstrom of guts, blood, and flesh.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/manga/1/106257l.jpg
Trattoria Yamiichi,manga,"['Boys Love', 'Comedy', 'Drama', 'Erotica', 'Romance', 'Slice of Life']",['Historical'],"1-3. Trattoria Yamiichi
4. Norainu to Suteneko
5. Nemurenu Yoru
6. Omusupa",https://cdn.myanimelist.net/images/manga/2/152765l.jpg
Travel,manga,['Slice of Life'],['Psychological'],"In Yuichi Yokoyama's Travel, the storyline is as linear as it is sharp: it is the long, silent and crystalline description of a train ride undertaken by three men. Travel is a journey into the contemporary Japanese psyche—a brilliant, wordless graphic novel.

(Source: PictureBox)",https://cdn.myanimelist.net/images/manga/3/178182l.jpg
Travel Hato Nikki,manga,"['Comedy', 'Slice of Life']",['Memoir'],"A comic account of Rina Fujita's travels through England, France, and Belgium.",https://cdn.myanimelist.net/images/manga/1/245262l.jpg
Traveling Girl,manga,"['Romance', 'Sports']",['School'],"Maki is a upcoming freshman who is about to attend Shirotou High School, which is known for its girl's and boy's basketball team, to play basketball. The day before school starts, she is in a sports store looking for a pair of basketball shoes when she sets her eyes on the worker at the store. He suggests a pair of shoes and mentions that he is on Shirotou's Boy's team, however, when Maki mentions she will be on the girl's team, his smile disappears and he tells her not to act familiar with him if she ever sees him at school. Just what is going on? ",https://cdn.myanimelist.net/images/manga/3/66773l.jpg
Treat Your Friends With Respect,manga,"['Fantasy', 'Romance']",['Isekai'],"I reincarnated as the younger sister of the male lead in a BL novel. She's a fragile sunfish whose life is in danger even from catching a cold. So, I took advantage of a childhood friend who has healing abilities. The problem is, that ability manifests through skinship. Anyway, it is only a matter of time before this little guy fell in love with the male protagonist, so I don't have to worry for long. We held hands and I stole his first kiss...

But then, since when... ""Lavie, you're beautiful."" ""Huh...?"" ""You should look outside. I couldn't stop myself when I saw you."" ""Ack, stop."" ""If you keep getting nervous like that, it makes me wanna do it more."" Why is the guy who should be with the male lead suddenly doing this to me?!

(Source: Kakao Entertainment Corp., translated)",https://cdn.myanimelist.net/images/manga/1/283449l.jpg
Tremolo Letra,manga,['Romance'],['School'],"Kazura has her first high school boyfriend, a cute guy named Iwasaki who likes her very much. When he takes her to see her favorite band perform live, she meets the band's cool, attractive vocalist. The next day at school, she discovers a secret: the sexy vocalist is none other than her teacher, who seems totally uncool in his daytime appearance! What will she do about her boyfriend, her teacher's secret, and her growing attraction to him?

(Source: MangaHelpers)",https://cdn.myanimelist.net/images/manga/2/262038l.jpg
T-Rex na Kanojo,manga,"['Comedy', 'Fantasy']",['Romantic Subtext'],"Humans and dinosaurs peacefully co-exist in our modern age. One night, Yuuma Asahikawa meets the feral t-rex, Churio. Follow the lives of (secret) ex-delinquent, Yuuma, and the very Cretaceous Churio as they spend their days together!

(Source: MU)",https://cdn.myanimelist.net/images/manga/2/157113l.jpg
Triage X,manga,"['Action', 'Ecchi']",['School'],"At first glance, Arashi Mikami appears to be a normal, albeit socially awkward, 17-year-old high school student. He's actually part of a secret vigilante organization known as Black Label, a group dedicated to executing power-hungry criminals the law refuses to deal with; however, taking down a crime lord isn't always an easy task, and there are bound to be consequences for any action...

This is the action-packed story of the trials of Arashi and the people close to him.

(Source: MU)",https://cdn.myanimelist.net/images/manga/1/151056l.jpg
